"hospital_name","source","region","province","municipality","ownership","ownership_class","class","service_capability","beds","BLDG OR HOUSE NO., STREET, BRGY (as applicable)","CONTACT NOS.","E-MAIL ADDRESS","VALIDITY FROM","VALIDITY UNTIL"
MARIA L. ELEAZAR GENERAL HOSPITAL,Government,REGION 4-A,Quezon,Tagkawayan,Government,DOH RETAINED,General,Level 1,"25","Munting Parang, Tagkawayan, Quezon","9228304873/ 042-9110599/",mlegh.tk11474@gmail.com/ hfdumlegh@gmail.com,"1/1/2025","12/31/2025"
QUEZON PROVINCIAL HOSPITAL NESTWORK- UNISAN,Government,REGION 4-A,Quezon,Unisan,Government,LGU,General,Level 1,"10","Brgy. Ibabang Kalilayan, Unisan, Quezon","9189369145",conglancion@yahoo.com,"1/1/2025","12/31/2025"
RIZAL PROVINCIAL HOSPITAL SYSTEM-ANGONO ANNEX,Government,REGION 4-A,Rizal,Angono,Government,LGU,General,Level 1,"75","Ibañez St., Brgy. San Isidro, Angono, Rizal","8651-2253/ 09618698444",rphsangono75@gmail.com,"1/1/2025","12/31/2025"
ANTIPOLO CITY HOSPITAL SYSTEM IV-MAMBUGAN,Government,REGION 4-A,Rizal,Antipolo City,Government,LGU,General,Level 1,"46","224 Sumulong Highway, Mambugan, Antipolo City","8687-1114; 8687-1118",achsmambugan@yahoo.com,"1/1/2025","12/31/2025"
ANTIPOLO CITY HOSPITAL SYSTEM-CABADING,Government,REGION 4-A,Rizal,Antipolo City,Government,LGU,General,Level 1,"27","Sitio Cabading, Brgy. Inarawan, Antipolo City, Rizal","84751876/ 09218916416",cabadinghospital@gmail.com,"1/1/2025","12/31/2025"
RIZAL PROVINCIAL HOSPITAL SYSTEM- ANTIPOLO ANNEX 1,Government,REGION 4-A,Rizal,Antipolo City,Government,LGU,General,Level 1,"50","Nha Ave., Purok Imelda, Brgy. Dela Paz, Cogeo, Antipolo City, Rizal","286398453/ 09175642346",rphs.antipoloannex@gmail.com,"1/1/2025","12/31/2025"
RIZAL PROVINCIAL HOSPITAL SYSTEM-ANTIPOLO ANNEX II,Government,REGION 4-A,Rizal,Antipolo City,Government,LGU,General,Level 1,"70","Provincial Road, Barangay Dalig, Antipolo City, Rizal",(02) 941-8518/ 09175045715,rphsannexiichiefofhospital@gmail.com,"1/1/2025","12/31/2025"
RIZAL PROVINCIAL HOSPITAL SYSTEM-MARGARITO DUAVIT MEMORIAL HOSPTIAL (FORMERLY BINANGONAN ANNEX),Government,REGION 4-A,Rizal,Binangonan,Government,LGU,General,Level 1,"64","Manila East Road, Darangan, Binangonan, Rizal","86889474/ 82563000/ 87271952",rphsbinangonan@gmail.com,"1/1/2025","12/31/2025"
BAGONG CAINTA MUNICIPAL HOSPITAL,Government,REGION 4-A,Rizal,Cainta,Government,LGU,General,Level 1,"42","A. Bonifacio Ave., Cainta Municipal Compound, Brgy. Sto. Domingo, Cainta, Rizal","6962605/",caintamunicipalhospital_official@yahoo.com,"1/1/2025","12/31/2025"
RIZAL PROVINCIAL HOSPITAL SYSTEM- MORONG,Government,REGION 4-A,Rizal,Morong,Government,LGU,General,Level 1,"100","Tomas Claudio St. Brgy. San Juan, Morong, Rizal","8653-1053/ 09178049402",rphsmorong@gmail.com,"1/1/2025","12/31/2025"
"RPHS- CASIMIRO A. YNARES, SR. MEMORIAL HOSPITAL",Government,REGION 4-A,Rizal,Rodriguez,Government,LGU,General,Level 1,"56","Becco Road, Burgos, Rodriguez, Rizal","8570-8261/ 09992297939",rphscaysmh2013@gmail.com,"1/1/2025","12/31/2025"
RIZAL PROVINCIAL HOSPITAL SYSTEM - TAYTAY,Government,REGION 4-A,Rizal,Taytay,Government,LGU,General,Level 1,"42","Brgy. Dolores, Taytay, Rizal","8-7271952",rphstaytay@gmail.com,"1/1/2025","12/31/2025"
MARINDUQUE PROVINCIAL HOSPITAL,Government,REGION 4-B,Marinduque,Boac,Government,LGU,General,Level 1,"75",Brgy. Santol,(042) 332-2490,damianreyesprov.hosp@gmail.com,"1/1/2025","12/31/2025"
OCCIDENTAL MINDORO PROVINCIAL HOSPITAL,Government,REGION 4-B,Occidental Mindoro,Mamburao,Government,LGU,General,Level 1,"75",Brgy. Taymaan,(043) 711-1116,omph_mamburao@yahoo.com,"1/1/2025","12/31/2025"
SAN SEBASTIAN DISTRICT HOSPITAL,Government,REGION 4-B,Occidental Mindoro,Sablayan,Government,LGU,General,Level 1,"50","Sitio Macambang, Buenavista","",sansebastiandistricthospital@yahoo.com,"1/1/2025","12/31/2025"
SAN JOSE DISTRICT HOSPITAL,Government,REGION 4-B,Occidental Mindoro,San Jose,Government,LGU,General,Level 1,"80","National Highway, Brgy. San Isidro","",san_josedistrict@yahoo.com,"1/1/2025","12/31/2025"
ORIENTAL MINDORO PROVINCIAL HOSPITAL,Government,REGION 4-B,Oriental Mindoro,Calapan City,Government,LGU,General,Level 2,"182",Brgy. Sta. Isabel,"(043) 288-5152
(043) 288-2627
(043)288-7661",a.omph@yahoo.com,"1/1/2025","12/31/2025"
ORIENTAL MINDORO CENTRAL DISTRICT HOSPITAL,Government,REGION 4-B,Oriental Mindoro,Pinamalayan,Government,LGU,General,Level 1,"36","Strong Nautical Highway, Brgy. Papandayan","(043) 284-3562
(043) 284-3903",omcdh_hospital@yahoo.com,"1/1/2025","12/31/2025"
ORIENTAL MINDORO SOUTHERN DISTRICT HOSPITAL,Government,REGION 4-B,Oriental Mindoro,Roxas,Government,LGU,General,Level 1,"46",Brgy. Odiong,(043) 289-2280,omsdhroxas@gmail.com,"1/1/2025","12/31/2025"
ABORLAN MEDICARE HOSPITAL,Government,REGION 4-B,Palawan,Aborlan,Government,LGU,General,Level 1,"50",Ramon Magsaysay,"",aborlanmedicarehospital@gmail.com,"1/1/2025","12/31/2025"
BATARAZA DISTRICT HOSPITAL,Government,REGION 4-B,Palawan,Bataraza,Government,LGU,General,Level 1,"25",Marangas,"","","5/27/2025","12/31/2025"
SOUTHERN PALAWAN PROVINCIAL HOSPITAL,Government,REGION 4-B,Palawan,Brooke's Point,Government,LGU,General,Level 1,"50",Brgy. Tubtub,"",spphpalawan2018@gmail.com,"1/1/2025","12/31/2025"
CORON DISTRICT HOSPITAL,Government,REGION 4-B,Palawan,Coron,Government,LGU,General,Level 1,"25",Poblacion,"","","5/30/2025","12/31/2025"
CULION SANITARIUM AND GENERAL HOSPITAL,Government,REGION 4-B,Palawan,Culion,Government,DOH RETAINED,General,Level 2,"200",Brgy. Tiza,"",csghadserv@gmail.com,"1/1/2025","12/31/2025"
NARRA MUNICIPAL HOSPITAL,Government,REGION 4-B,Palawan,Narra,Government,LGU,General,Level 1,"50",Brgy. Antipuluan,"",narramunicipalhospital1990@gmail.com,"1/1/2025","12/31/2025"
CAMP RICARTE STATION HOSPITAL,Government,REGION 4-B,Palawan,Puerto Princesa City,Government,AFP,General,Level 1,"15","Wescom Road, Brgy. San Miguel",(048) 433-2311,cgarshwescom@yahoo.com,"1/1/2025","12/31/2025"
OSPITAL NG PALAWAN,Government,REGION 4-B,Palawan,Puerto Princesa City,Government,DOH RETAINED,General,Level 2,"213","#220 Malvar St., Brgy. San Miguel",(048) 434-8339 loc 217,ospital.palawan@yahoo.com,"1/1/2025","12/31/2025"
NORTHERN PALAWAN PROVINCIAL HOSPITAL,Government,REGION 4-B,Palawan,Taytay,Government,LGU,General,Level 1,"40","Sitio Arado Ii, Poblacion","",palawannorthern@gmail.com,"1/1/2025","12/31/2025"
ROMBLON PROVINCIAL HOSPITAL,Government,REGION 4-B,Romblon,Odiongan,Government,LGU,General,Level 1,"75",Brgy. Liwanag,(042) 567-5151,odrph@yahoo.com,"1/1/2025","12/31/2025"
ROMBLON DISTRICT HOSPITAL,Government,REGION 4-B,Romblon,Romblon,Government,LGU,General,Level 1,"35",Brgy. Capaclan,"",rdhromblon@yahoo.com,"1/1/2025","12/31/2025"
BICOL REGIONAL HOSPITAL AND MEDICAL CENTER,Government,REGION 5,Albay,Daraga,Government,DOH RETAINED,General,Level 3,"450","Daraga, Albay",(052) 732-5555,brhmc.cares@gmail.com,"1/1/2025","12/31/2025"
LEGAZPI CITY HOSPITAL,Government,REGION 5,Albay,Legazpi City,Government,LGU,General,Level 1,"75","Zone 9, Bitano, Legazpi City","9611787866",legazpicityhospital.ph@gmail.com,"1/1/2025","12/31/2025"
JOSEFINA BELMONTE DURAN ALBAY PROVINCIAL HOSPITAL,Government,REGION 5,Albay,Ligao City,Government,LGU,General,Level 1,"75","Purok 2, Tuburan","9452962595",jbdmh@gmail.com,"1/1/2025","12/31/2025"
RAPU-RAPU DISTRICT HOSPITAL,Government,REGION 5,Albay,Rapu-Rapu,Government,LGU,General,Level 1,"25","San Bautista St., Poblacion, Rapu-Rapu, Albay","9175584473",rapurapudistricthospital@gmail.com,"1/1/2025","12/31/2025"
DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL,Government,REGION 5,Albay,Tabaco City,Government,LGU,General,Level 1,"50","Karangahan Boulevard, Tabaco City, Albay","9399110310",zigamemorialdistricthospital@gmail.com,"1/1/2025","12/31/2025"
CAMARINES NORTE PROVINCIAL HOSPITAL,Government,REGION 5,Camarines Norte,Daet,Government,LGU,General,Level 2,"150","Bagasbas Road, Daet, Camarines Norte","9480212783",cnphofficial@gmail.com,"1/1/2025","12/31/2025"
LABO DISTRICT HOSPITAL,Government,REGION 5,Camarines Norte,Labo,Government,LGU,General,Level 1,"25","Talobatib, Labo, Camarines Norte","054-885-6939
09176466899",ldh_hospital@yahoo.com,"1/1/2025","12/31/2025"
BICOL REGION GENERAL HOSPITAL AND GERIATRIC MEDICAL CENTER,Government,REGION 5,Camarines Sur,Cabusao,Government,DOH RETAINED,General,Level 2,"200","San Pedro, Cabusao, Camarines Sur","9071372224",brghgmc@gmail.com,"1/1/2025","12/31/2025"
LIBMANAN DISTRICT HOSPITAL,Government,REGION 5,Camarines Sur,Libmanan,Government,LGU,General,Level 1,"25","Bagumbayan, Libmanan, Camarines Sur","9088978032",libmanan.admn2022@gmail.com,"1/1/2025","12/31/2025"
BICOL MEDICAL CENTER,Government,REGION 5,Camarines Sur,Naga City,Government,DOH RETAINED,General,Level 3,"800","Concepcion Pequeña, Naga City",(054) 472-6125,bmc.cao2022@gmail.com,"1/1/2025","12/31/2025"
NAGA CITY GENERAL HOSPITAL,Government,REGION 5,Camarines Sur,Naga City,Government,LGU,General,Level 1,"30","Leon SA Aureus St., Balatas, Naga City","9190080678",nagacitygeneralhospital@gmail.com,"1/1/2025","12/31/2025"
PANDAN DISTRICT HOSPITAL,Government,REGION 5,Catanduanes,Pandan,Government,LGU,General,Level 1,"25","Vera Street, Napo, Pandan, Catanduanes","9489400932",pdhthehealer@gmail.com,"1/1/2025","12/31/2025"
JUAN M. ALBERTO MEMORIAL DISTRICT HOSPITAL,Government,REGION 5,Catanduanes,San Andres,Government,LGU,General,Level 1,"25","Belmonte, San Andres, Catanduanes","052-7415776
09501757436",jmamdh@yahoo.com.ph,"1/1/2025","12/31/2025"
VIGA DISTRICT HOSPITAL,Government,REGION 5,Catanduanes,Viga,Government,LGU,General,Level 1,"25","San Vicente, Viga, Catanduanes","9512118584",vigadistricthospital@yahoo.com,"1/1/2025","12/31/2025"
EASTERN BICOL MEDICAL CENTER,Government,REGION 5,Catanduanes,Virac,Government,LGU,General,Level 2,"84","San Isidro Village, Virac, Catanduanes","9189673133",ebmc1718@gmail.com,"1/1/2025","12/31/2025"
CATAINGAN DISTRICT HOSPITAL,Government,REGION 5,Masbate,Cataingan,Government,LGU,General,Level 1,"25","Central Nautical Highway, Poblacion, Catangian, Masbate","056-5820110/
09464151259",catdistricthospital@gmail.com,"1/1/2025","12/31/2025"
MASBATE PROVINCIAL HOSPITAL,Government,REGION 5,Masbate,Masbate City,Government,LGU,General,Level 1,"100","Old Municipal Road, Barangay Kalipay, Masbate City","056-3332244",phomasbateoffice@gmail.com,"1/1/2025","12/31/2025"
CASTILLA DISTRICT HOSPITAL (FORMERLY VICENTE L. PERALTA MEMORIAL DISTRICT HOSPITAL),Government,REGION 5,Sorsogon,Castilla,Government,LGU,General,Level 1,"25","Sunflower St., Cumadcad, Castilla, Sorsogon","9338228016",cdh@sorsogon.gov.ph,"1/1/2025","12/31/2025"
DONSOL DISTRICT HOSPITAL,Government,REGION 5,Sorsogon,Donsol,Government,LGU,General,Level 1,"25","Tres Marias Drive, Donsol Sorsogon","9611785529","
ddh@sorsogon.gov.ph","1/1/2025","12/31/2025"
GUBAT DISTRICT HOSPITAL (FORMERLY SALVADOR R. ENCINAS DISTRICT HOSPITAL),Government,REGION 5,Sorsogon,Gubat,Government,LGU,General,Level 1,"25","Bonifacio St., Manook, Gubat, Sorsogon","9476169184","
gdh@sorsogon.gov.ph","1/1/2025","12/31/2025"
IROSIN DISTRICT HOSPITAL,Government,REGION 5,Sorsogon,Irosin,Government,LGU,General,Level 1,"25","Maharlika Highway, San Pedro, Irosin, Sorsogon","9988851077","
idh@sorsogon.gov.ph","1/1/2025","12/31/2025"
SORSOGON PROVINCIAL HOSPITAL,Government,REGION 5,Sorsogon,Macabog,Government,LGU,General,Level 2,"100","Macabog, Sorsogon City","9213514777",sph@sorsogon.gov.ph,"1/1/2025","12/31/2025"
DR. RAFAEL S. TUMBOKON MEMORIAL HOSPITAL,Government,REGION 6,Aklan,Kalibo,Government,LGU,General,Level 2,"300","Mabini Street, Brgy. Poblacion","033-268-7062","aklandrstmh@gmail.com , drstmh@yahoo.com.ph","1/1/2025","12/31/2025"
CIRIACO S. TIROL HOSPITAL,Government,REGION 6,Aklan,Malay,Government,LGU,General,Level 1,"25","Tirol Road, Barangay Balabag, Malay, Aklan","0917-152-0499",ciriacostirolhospital@yahoo.com,"1/1/2025","12/31/2025"
CULASI DISTRICT HOSPITAL,Government,REGION 6,Antique,Culasi,Government,LGU,General,Level 1,"25",Brgy. Centro Poblacion,"036-277-8241",cdhantique2014@gmail.com,"1/1/2025","12/31/2025"
ANGEL SALAZAR MEMORIAL GENERAL HOSPITAL,Government,REGION 6,Antique,San Jose de Buenavista,Government,LGU,General,Level 2,"100","T.A Fornier Street, Brgy. Atabay","0936-54012058",asmgh19@yahoo.com,"1/1/2025","12/31/2025"
RAMON MAZA SR. MEMORIAL DISTRICT HOSPITAL,Government,REGION 6,Antique,Sibalom,Government,LGU,General,Level 1,"25",Catungan I,"036-545-0311",rmmsmdh@ymail.com,"1/1/2025","12/31/2025"
SEN. GERARDO M. ROXAS MEMORIAL DISTRICT HOSPITAL,Government,REGION 6,Capiz,Dao,Government,LGU,General,Level 1,"44",Brgy. Bulucuan,"036-6580037",sgmrmdhdao@yhaoo.com.ph,"1/1/2025","12/31/2025"
MAMBUSAO DISTRICT HOSPITAL,Government,REGION 6,Capiz,Mambusao,Government,LGU,General,Level 1,"50","Villareal Highway, Brgy. Poblacion Tabuc","036-647-0641 loc 106",mambusaodistricthospital@gmail.com,"1/1/2025","12/31/2025"
BAILAN DISTRICT HOSPITAL,Government,REGION 6,Capiz,Pontevedra,Government,LGU,General,Level 1,"50","Maayon Jct Road, Bailan","036-634-0285",bdhospital_pc@yahoo.com,"1/1/2025","12/31/2025"
ROXAS MEMORIAL PROVINCIAL HOSPITAL,Government,REGION 6,Capiz,Roxas City,Government,LGU,General,Level 2,"147","Arnaldo Boulevard, Inzo Arnaldo Village","033-6210-823, 036-6210-030",rmphrxcapiz@yahoo.com,"1/1/2025","12/31/2025"
DR. CATALINO GALLEGO NAVA PROVINCIAL HOSPITAL,Government,REGION 6,Guimaras,Jordan,Government,LGU,General,Level 1,"75",Brgy. San Miguel,"033-581-2037",dcgnph@gmail.com,"1/1/2025","12/31/2025"
ALEOSAN DISTRICT HOSPITAL,Government,REGION 6,Iloilo,Alimodian,Government,LGU,General,Level 1,"100",Brgy. Bancal,"033-331-0602",aleosaniloilo@yahoo.com,"1/1/2025","12/31/2025"
JESUS M. COLMENARES DISTRICT HOSPITAL,Government,REGION 6,Iloilo,Balasan,Government,LGU,General,Level 1,"73","Sitio Malbog, Brgy. Tingui-An","033-397-0879",jmcolmenares15@gmail.com,"1/1/2025","12/31/2025"
DON JOSE S. MONFORT MEDICAL CENTER,Government,REGION 6,Iloilo,Barotac Nuevo,Government,DOH RETAINED,General,Level 2,"150",Brgy. Tabucan,"4/29/11789",djsmonfortmceh@yahoo.com.ph,"1/1/2025","12/31/2025"
GOVERNOR NIEL D. TUPAS SR. DISTRICT HOSPITAL,Government,REGION 6,Iloilo,Barotac Viejo,Government,LGU,General,Level 1,"25",Barangay San Lucas,"033-3620300",gndtsdh_5011@yahoo.com,"1/1/2025","12/31/2025"
RAMON TABIANA MEMORIAL DISTRICT HOSPITAL,Government,REGION 6,Iloilo,Cabatuan,Government,LGU,General,Level 1,"75",Brgy. Pungtod,"033-522-8549",hospital.cabatuan.iloilo@gmail.com,"1/1/2025","12/31/2025"
DR. RICARDO S. PROVIDO SR. MEMORIAL DISTRICT HOSPITAL,Government,REGION 6,Iloilo,Calinog,Government,LGU,General,Level 1,"50",Brgy. Dalid,"033-330-0557",drspsmdhcalinog@yahoo.com.ph,"1/1/2025","12/31/2025"
RAMON D. DUREMDES DISTRICT HOSPITAL,Government,REGION 6,Iloilo,Dumangas,Government,LGU,General,Level 1,"50",Brgy. Ilaya 1St,"033-361-2229",ddh.dumangas@gmail.com,"1/1/2025","12/31/2025"
REP. PEDRO G. TRONO MEMORIAL HOSPITAL,Government,REGION 6,Iloilo,Guimbal,Government,LGU,General,Level 1,"80",Garriel Street,"033-315-5172",rpgtmh@yahoo.com,"1/1/2025","12/31/2025"
WEST VISAYAS STATE UNIVERSITY MEDICAL CENTER,Government,REGION 6,Iloilo,Iloilo City,Government,UNIVERSITY/SCHOOL,General,Level 3,"300","E. Lopez St., Montinola, Jaro, Iloilo City",(033) 320 2431,medcenter@wvsu.edu.ph,"1/1/2025","12/31/2025"
WESTERN VISAYAS MEDICAL CENTER,Government,REGION 6,Iloilo,Iloilo City,Government,DOH RETAINED,General,Level 3,"641","Q. Abeto Street, Mandurriao, Iloilo City",(033) 330-7700,akuwvmc2017@gmail.com,"1/1/2025","12/31/2025"
"FEDERICO ROMAN TIRADOR SR., MEMORIAL DISTRICT HOSPITAL",Government,REGION 6,Iloilo,Janiuay,Government,LGU,General,Level 1,"50",Brgy. Jibolo,"033-531-8506",frtsmdh_06@yahoo.com,"1/1/2025","12/31/2025"
DR. RICARDO Y. LADRIDO MEMORIAL HOSPITAL,Government,REGION 6,Iloilo,Lambunao,Government,LGU,General,Level 1,"50",Poblacion Ilawod,"033-330-0559",drylmhlambunao@yahoo.com,"1/1/2025","12/31/2025"
DON VALERIO PALMARES SR. MEMORIAL DISTRICT HOSPITAL,Government,REGION 6,Iloilo,Passi City,Government,LGU,General,Level 1,"25",Alfelor St,"033-367-1421",dvpsmdh2015@gmail.com,"1/1/2025","12/31/2025"
ILOILO PROVINCIAL HOSPITAL,Government,REGION 6,Iloilo,Pototan,Government,LGU,General,Level 2,"175",Brgy. Rumbang,"033-5297496",iph_pototan@ymail.com,"1/1/2025","12/31/2025"
WESTERN VISAYAS SANITARIUM AND GENERAL HOSPITAL,Government,REGION 6,Iloilo,Santa Barbara,Government,DOH RETAINED,General,Level 1,"100",Brgy. Inangayan,"033-523-9515",wvsanitarium1927@gmail.com,"1/1/2025","12/31/2025"
SARA DISTRICT HOSPITAL,Government,REGION 6,Iloilo,Sara,Government,LGU,General,Level 1,"74",Brgy. Anoring,"033-392-0201",sara_dh@iloilo.gov.ph,"1/1/2025","12/31/2025"
CONG. SIMEON G. TORIBIO MEMORIAL HOSPITAL,Government,REGION 7,Bohol,Carmen,Government,LGU,General,Level 1,"40","Poblacion Sur, Carmen, Bohol",(038) 417-3236; 0907-906-2536,carmenhospital68@yahoo.com,"1/1/2025","12/31/2025"
CATIGBIAN DISTRICT HOSPITAL,Government,REGION 7,Bohol,Catigbian,Government,LGU,General,Level 1,"25","Poblacion West, Catigbian, Bohol",(038) 416-0918; 0939-808-2436,cadishosp@yahoo.com.ph,"1/1/2025","12/31/2025"
FRANCISCO DAGOHOY MUNICIPAL HOSPITAL,Government,REGION 7,Bohol,Inabanga,Government,LGU,General,Level 1,"25","National Highway, Cagay-an, Inabanga, Bohol",(038)512-9014/ 09154108528,fdmh85@yahoo.com,"1/1/2025","12/31/2025"
TEODORO B. GALAGAR DISTRICT HOSPITAL,Government,REGION 7,Bohol,Jagna,Government,LGU,General,Level 1,"75","Severo Salas St., Poblacion, Jagna, Bohol",(038) 531-8107; 0942-804-4934,tbgdh10@yahoo.com; tbgdh2020@gmail.com,"1/1/2025","12/31/2025"
GOVERNOR CELESTINO GALLARES MEMORIAL MEDICAL CENTER,Government,REGION 7,Bohol,Tagbilaran City,Government,DOH RETAINED,General,Level 3,"400","Miguel Parras St., Tagbilaran City, Bohol",(038) 411-3185,gcgmh_bohol@yahoo.com.ph; gallares.bohol@gmail.com; gcgmhcao@gmail.com,"1/1/2025","12/31/2025"
GARCIA MEMORIAL PROVINCIAL HOSPITAL,Government,REGION 7,Bohol,Talibon,Government,LGU,General,Level 2,"75","San Jose, Talibon, Bohol",(038) 412-3255; 0928-269-3241,gmph.bohol2012@gmail.com;,"1/1/2025","12/31/2025"
DON EMILIO DEL VALLE MEMORIAL HOSPITAL,Government,REGION 7,Bohol,Ubay,Government,DOH RETAINED,General,Level 2,"200","Bood, Ubay, Bohol",(038) 518-8301,devmh.ubay@devmh.doh.gov.ph,"1/1/2025","12/31/2025"
CEBU PROVINCIAL HOSPITAL - BALAMBAN,Government,REGION 7,Cebu,Balamban,Government,LGU,General,Level 2,"100","F. Pilapil St., Baliwagan, Balamban, Cebu",(032) 231-1875,provincialhospital.balamban@gmail.com,"1/1/2025","12/31/2025"
BANTAYAN DISTRICT HOSPITAL,Government,REGION 7,Cebu,Bantayan,Government,LGU,General,Level 1,"25","M.Y. Village, Ticad, Bantayan, Cebu","(032)460-9330;
09273656289 / 09178439455",bantayandistricthospital@gmail.com; bantayandistricthospital@yahoo.com,"1/1/2025","12/31/2025"
CEBU PROVINCIAL HOSPITAL (BOGO CITY),Government,REGION 7,Cebu,Bogo City,Government,LGU,General,Level 2,"100","Taytayan Hills, Bogo City, Cebu",(032) 434-7204; 0917-833-4847,cebuprovincialhospitalbogocity@gmail.com,"1/1/2025","12/31/2025"
CEBU PROVINCIAL HOSPITAL - CARCAR CITY,Government,REGION 7,Cebu,Carcar City,Government,LGU,General,Level 1,"100","Baracca, Poblacion II, Carcar City, Cebu",(032) 487-8952; 0917-842-5940,cphcarcar@yahoo.com,"1/1/2025","12/31/2025"
CAMP LAPU-LAPU STATION HOSPITAL,Government,REGION 7,Cebu,Cebu City,Government,AFP,General,Level 1,"25","Camp Lapu-Lapu, Apas, Cebu City, Cebu",(032) 233-9942,centcomhosp@yahoo.com,"1/1/2025","12/31/2025"
CEBU CITY MEDICAL CENTER,Government,REGION 7,Cebu,Cebu City,Government,LGU,General,Level 2,"200","N. Bacalso Ave., Cor. Panganiban St., Pahina Central, Cebu City, Cebu",(032) 254-0517; 0917-658-7488,cebucitymedicalcenterofficial@yahoo.com,"1/1/2025","12/31/2025"
SAINT ANTHONY MOTHER AND CHILD HOSPITAL,Government,REGION 7,Cebu,Cebu City,Government,DOH RETAINED,General,Level 2,"100","Basak, San Nicolas, Cebu City, Cebu",(032) 261-9989 loc. 5106,mcc.sec@samch.doh.gov.ph,"1/1/2025","12/31/2025"
VICENTE SOTTO MEMORIAL MEDICAL CENTER,Government,REGION 7,Cebu,Cebu City,Government,DOH RETAINED,General,Level 3,"1500","B. Rodriguez St., Sambag II, Cebu City, Cebu",(032) 344-7756; 253-9891-99,mcc@vsmmc.doh.gov.ph,"1/1/2025","12/31/2025"
CEBU PROVINCIAL HOSPITAL (DANAO CITY),Government,REGION 7,Cebu,Danao City,Government,LGU,General,Level 1,"100","National Road, Poblacion, Danao City, Cebu",(032) 262-0816 loc. 109-110; 0922-390-8803,ddhospital1960@yahoo.com,"1/1/2025","12/31/2025"
LAPU-LAPU CITY HOSPITAL,Government,REGION 7,Cebu,Lapu-Lapu City,Government,LGU,General,Level 1,"50","A. Tumulak St., Gun-ob, Lapu-Lapu City, Cebu",(032) 341-5892; 0932-681-1504,lapulapucityhospital@yahoo.com,"1/1/2025","12/31/2025"
EVERSLEY CHILDS SANITARIUM AND GENERAL HOSPITAL,Government,REGION 7,Cebu,Mandaue City,Government,DOH RETAINED,General,Level 2,"200","Northroad, Jagobiao, Mandaue City, Cebu",(032) 346-2468,mcc@ecsgh.doh.gov.ph,"1/1/2025","12/31/2025"
MANDAUE CITY HOSPITAL,Government,REGION 7,Cebu,Mandaue City,Government,LGU,General,Level 1,"25","Don Andres Soriano Avenue, Centro, Mandaue City, Cebu",(032)253-3906/ 09310002693,mcityhospital@yahoo.com; mch@mandauecity.gov.ph;,"1/1/2025","12/31/2025"
RICARDO L. MANINGO MEMORIAL HOSPITAL,Government,REGION 7,Cebu,San Francisco,Government,LGU,General,Level 1,"25","Northern Poblacion, San Francisco, Cebu",(032)514-3327,ricardo_maningo@yahoo.com,"1/1/2025","12/31/2025"
CEBU SOUTH MEDICAL CENTER,Government,REGION 7,Cebu,Talisay City,Government,DOH RETAINED,General,Level 3,"201","San Isidro, Talisay City, Cebu",(032) 273-3713; (032) 265-5986,mcc@csmc.doh.gov.ph,"1/1/2025","12/31/2025"
TOLEDO CITY GENERAL HOSPITAL,Government,REGION 7,Cebu,Toledo CIty,Government,LGU,General,Level 1,"50","Magsaysay Hills, Poblacion, Toledo City, Cebu",(032) 466-1900; 467-9565; 0917-728-9415,tcghofficial.gov@gmail.com,"1/1/2025","12/31/2025"
BILIRAN PROVINCIAL HOSPITAL,Government,REGION 8,Biliran,Naval,Government,LGU,General,Level 1,"120","Castin St., Sto. Nino, Naval, Biliran","9173085299",bph.lar@gmail.com,"1/1/2025","12/31/2025"
EASTERN SAMAR PROVINCIAL HOSPITAL,Government,REGION 8,Eastern Samar,Borongan City,Government,LGU,General,Level 2,"100","Real St., Songco, Borongan, Eastern Samar","9661823373",esph_esamar@yahoo.com,"1/1/2025","12/31/2025"
FELIPE ABRIGO MEMORIAL HOSPITAL,Government,REGION 8,Eastern Samar,Guiuan,Government,LGU,General,Level 1,"12","Brgy. Cantahay, Guiuan, Eastern Samar","9178010452",famh_guiuan@yahoo.com,"1/1/2025","12/31/2025"
ABUYOG DISTRICT HOSPITAL,Government,REGION 8,Leyte,Abuyog,Government,LGU,General,Level 1,"30","Maharlika Highway, Bunga, Abuyog, Leyte","9778213692",adh.leyte@yahoo.com,"1/1/2025","12/31/2025"
BAYBAY CITY IMMACULATE CONCEPTION HOSPITAL,Government,REGION 8,Leyte,Baybay City,Government,LGU,General,Level 1,"50","Diversion Road 1, Brgy. Cogon, Baybay City, Leyte","9757707682",wlph6521@gmail.com,"1/1/2025","12/31/2025"
BURAUEN DISTRICT HOSPITAL,Government,REGION 8,Leyte,Burauen,Government,LGU,General,Level 1,"30","Camansi Dist. I, Burauen, Leyte","9219359656",bdhphilhealthsw@gmail.com / francisangeloalmo@gmail.com,"1/1/2025","12/31/2025"
CARIGARA DISTRICT HOSPITAL,Government,REGION 8,Leyte,Carigara,Government,LGU,General,Level 1,"25","Brgy. Barugohay Norte, Carigara, Leyte","9163396432",carigaradh@yahoo.com,"1/1/2025","12/31/2025"
HILONGOS DISTRICT HOSPITAL,Government,REGION 8,Leyte,Hilongos,Government,LGU,General,Level 1,"25","C.V. Alcuino, Central Barangay, Hilongos, Leyte","9954783920",hdhcares@gmail.com,"1/1/2025","12/31/2025"
